Kepler-57.xml	Kepler-57	0
HD 89744.xml	HD 89744	0
WASP-20.xml	WASP-20	0
RR Cae.xml	RR Cae	0
PSR B1620-26.xml	PSR B1620-26	0
HD 114729.xml	HD 114729	0
WASP-60.xml	WASP-60	0
HD 20782.xml	HD 20782	0
WASP-70.xml	WASP-70	0
HD 222582.xml	HD 222582	0
HD 9578.xml	HD 9578	0
HD 75289.xml	HD 75289	0
HD 27442.xml	HD 27442	0
HD 40979.xml	HD 40979	0
HD 142022.xml	HD 142022	0
Kepler-52.xml	Kepler-52	0
HD 19994.xml	HD 19994	0
Kepler-34.xml	Kepler-34	0
HD 11964.xml	HD 11964	0
tau Boo.xml	tau Boo	0
Kepler-53.xml	Kepler-53	0
55 Cancri.xml	55 Cancri	0
Gliese 777.xml	Gliese 777	0
HD 188015.xml	HD 188015	0
HD 195019.xml	HD 195019	0
Alpha Centauri.xml	Alpha Centauri	0
TrES-2.xml	TrES-2	0
NY Virginis.xml	NY Virginis	0
Upsilon Andromedae.xml	Upsilon Andromedae	0
Gliese 676.xml	Gliese 676	0
Gliese 3021.xml	Gliese 3021	0
HD 46375.xml	HD 46375	0
Pr0201.xml	Pr0201	0
HW Vir.xml	HW Vir	0
HD 213240.xml	HD 213240	0
WASP-2.xml	WASP-2	0
Kepler-59.xml	Kepler-59	0
HD 178911.xml	HD 178911	0
NN Ser.xml	NN Ser	0
Kepler-60.xml	Kepler-60	0
CFBDSIR2149.xml	CFBDSIR2149	0
Kepler-49.xml	Kepler-49	0
Kepler-55.xml	Kepler-55	0
WASP-53.xml	WASP-53	0
Pr0211.xml	Pr0211	0
Kepler-58.xml	Kepler-58	0
Kepler-48.xml	Kepler-48	0
Kepler-35.xml	Kepler-35	0
HD 16141.xml	HD 16141	0
WASP-77.xml	WASP-77	0
WASP-59.xml	WASP-59	0
WASP-68.xml	WASP-68	0
Kepler-51.xml	Kepler-51	0
HD 177830.xml	HD 177830	0
HD 196050.xml	HD 196050	0
Kepler-54.xml	Kepler-54	0
WASP-52.xml	WASP-52	0
HD 80606.xml	HD 80606	0
Kepler-14.xml	Kepler-14	0
NSVS 14256825.xml	NSVS 14256825	0
HD 196885.xml	HD 196885	0
HD 142.xml	HD 142	0
TrES-4.xml	TrES-4	0
Kepler-16.xml	Kepler-16	0
16 Cygni.xml	16 Cygni	0
WASP-69.xml	WASP-69	0
91 Aquarii.xml	91 Aquarii	0
WASP-65.xml	WASP-65	0
HD 147513.xml	HD 147513	0
PH-1.xml	PH-1	0
Kepler-38.xml	Kepler-38	0
Kepler-56.xml	Kepler-56	0
83 Leonis.xml	83 Leonis	0
HD 41004.xml	HD 41004	0
DP Leo.xml	DP Leo	0
WASP-58.xml	WASP-58	0
MOA-2012-BLG-311.xml	MOA-2012-BLG-311	0
Kepler-47.xml	Kepler-47	0
HD 38529.xml	HD 38529	0
tau Gem.xml	tau Gem	0
PSR 1719-14.xml	PSR 1719-14	0.00442
KOI-55.xml	KOI-55	0.0076
Gliese 1214.xml	Gliese 1214	0.014
WASP-43.xml	WASP-43	0.01526
KOI-961.xml	KOI-961	0.0154
WASP-19.xml	WASP-19	0.01655
WASP-18.xml	WASP-18	0.02047
Qatar-2.xml	Qatar-2	0.02149
OGLE-TR-56.xml	OGLE-TR-56	0.0225
TrES-3.xml	TrES-3	0.0226
OGLE-TR-113.xml	OGLE-TR-113	0.0229
WASP-12.xml	WASP-12	0.02293
WASP-4.xml	WASP-4	0.02312
HAT-P-23.xml	HAT-P-23	0.0232
Qatar-1.xml	Qatar-1	0.02343
HAT-P-36.xml	HAT-P-36	0.0238
TrES-5.xml	TrES-5	0.02446
WASP-46.xml	WASP-46	0.02448
CoRoT-1.xml	CoRoT-1	0.0254
WASP-33.xml	WASP-33	0.02558
Kepler-17.xml	Kepler-17	0.02591
WASP-36.xml	WASP-36	0.02624
WASP-64.xml	WASP-64	0.02648
KOI-254.xml	KOI-254	0.027
CoRoT-14.xml	CoRoT-14	0.027
WASP-5.xml	WASP-5	0.02729
CoRoT-2.xml	CoRoT-2	0.0281
Gliese 3634.xml	Gliese 3634	0.0287
Gliese 436.xml	Gliese 436	0.02887
KOI-202.xml	KOI-202	0.029
WASP-50.xml	WASP-50	0.02945
CoRoT-18.xml	CoRoT-18	0.0295
Kepler-41.xml	Kepler-41	0.02999
OGLE-TR-132.xml	OGLE-TR-132	0.0306
OGLE2-TR-L9.xml	OGLE2-TR-L9	0.0308
WASP-3.xml	WASP-3	0.0313
HD 189733.xml	HD 189733	0.03142
Kepler-32.xml	Kepler-32	0.033
HAT-P-32.xml	HAT-P-32	0.0344
WASP-48.xml	WASP-48	0.03444
WASP-44.xml	WASP-44	0.03445
WASP-80.xml	WASP-80	0.0346
Gliese 3470.xml	Gliese 3470	0.03557
WASP-24.xml	WASP-24	0.0359
WASP-14.xml	WASP-14	0.036
HD 63454.xml	HD 63454	0.036
HD 212301.xml	HD 212301	0.036
HAT-P-20.xml	HAT-P-20	0.0361
WASP-79.xml	WASP-79	0.0362
WASP-72.xml	WASP-72	0.03655
KOI-13.xml	KOI-13	0.0367
XO-2.xml	XO-2	0.0369
